CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
12.804.013/0001-00;2020-12-01;1;0000057-52.2018.5.12.0026;3ª Vara do Trabalho de Florianópolis;1º grau;2018-02-06;9106.63;Alvecy Rodrigues Lima x Koerich Segurança Eireli - ME e Fundo de Investimento Imobiliário SC 401;POSSÍVEL;Verbas resicórias, horas extras, domingos e feriados, reflexos adicional de periculosidade, multa prevista em convenção coletiva e multas dos artigos 467 e 477 da CLT;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0000267-06.2018.5.12.0026;3ª Vara do Trabalho de Florianópolis;1º grau;2018-04-02;22060.1;Claudinei Mota x Koerich Segurança Eireli - ME, Samantha Alves Serviços de Limpeza, Koerich Soluções Inteligentes Ltda - ME, ACCR Incorporações Ltda., e CFL Gestão;POSSÍVEL;Verbas rescisórias, FGTS, multa dos artigos 467 e 477 da CLT, danos morais;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0000282-72.2018.5.12.0026;3ª Vara do Trabalho de Florianópolis;1º grau;2018-04-06;1361.13;Laerte Silveira Mendes x Koerich Segurança Eireli - ME, Formacco Cezarium Edificações Ltda. e CFL Gestão;POSSÍVEL;Verbas rescisórias, indenização seguro-desemprego, FGTS e multa, horas extras e intervalos, férias, danos morais, multas dos artigos 467 e 477 da CLT;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0000915-65.2018.5.12.0032;2ª Vara do Trabalho de São José;1º grau;2018-10-29;1734.45;Marcelo Rosa de Araujo x Koerich Segurança Eireli - ME, Condomínio Residencial Capri, SC 401 Empreendimentos Imobiliários, Condomínio Residencial Jay Jurere, Condomínio Residencial Plaza Espana, SEKAI Comércio de Veículos Ltda., Condomínio de Edíficio Residencial Al Mare, Condomínio Residencial Ilhas do Norte, Maurizete da Rosa Machado de Farias - ME e CFL Gestão;POSSÍVEL;Integração salários "por fora", verbas rescisórias, multa do artigo 477 da CLT, horas extras, vale-alimentação, vale-transporte, danos morais;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0000768-33.2018.5.12.0034;4ª Vara do Trabalho de Florianópolis;TST;2018-07-05;63745.87;Marcos Simões Elias x Koerich Segurança Ltda., Orbenk Trabalho Temporário Ltda. - ME, Fundo de Investimentos Imobiliários SC 401;POSSÍVEL;Horas extras, feriados, reflexos adicional de periculosidade, multas previstas em norma coletiva, vale-refeição, verbas rescisórias, multa do artigo 477 da CLT, danos morais;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.887.506/0001-43;2020-12-01;1;1000960-14.2014.8.26.0271;2ª Vara Cível da Comarca de Itapevi/SP;1ª instância;2014-03-24;122654.61;Future Fomento Mercantil Eireli (Polo Ativo) e L. Ferenczi Indústria e Comércio Ltda. (Polo Passivo);PROVÁVEL;Trata-se de pedido de falência formulado pela Future Fomento Mercantil Eireli contra a L. Ferenczi Indústria e Comércio Ltda, antiga locatária do imóvel de Itapevi/SP. O Fundo foi listado na falência pelo valor R$ 512, na classe dos credores quirografários. O assessor jurídico do Fundo apresentou impugnação de crédito pleiteando a retificação do crédito para o valor de R$ 27.926. Após a divergência apresentada pelo Fundo, o administrador judicial publicou lista de credores onde passou a constar o Fundo listado pelo valor de 25.233. Considerando que ainda restava uma divergência o assessor jurídico do Fundo distribuiu nova impugnação de crédito. Aguarda-se arrecadação de bens.;Não receber os valores devidos referentes ao contrato de locação.
12.887.506/0001-43;2020-12-01;1;0006872-54.2014.4.03.6100;24ª Vara Federal;1ª instância;2014-04-22;1513567.47;L. Ferenczi Indústria e Comércio Ltda. (Polo ativo) e Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Passivo);POSSÍVEL;A empresa L. Ferenczi Indústria e Comércio Ltda., antiga locatária do imóvel de Itapevi/SP, ajuizou pedido de ação de reintegração de posse dos silos por meio da qual a autora aduz ser, supostamente, legítima possuidora e proprietária de 3 (três) silos e (1) um gerador, respectivamente, erigidos e instalado no imóvel. Em 1º de outubro de 2019, foi juntada aos autos petição apresentada pelo Administrador Judicial informando a convolação da Recuperação Judicial em falência. Aguarda-se manifestação do juízo acerca das petições apresentadas pelo Autor e pelo Réu.;Indisponibilidade de utilização dos referidos bens pelo Fundo.
12.887.506/0001-43;2020-12-01;1;5000002-28.2018.4.03.6144;1ª Vara Federal de Barueri;1ª instância;2018-01-03;153664.62;Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Passivo) e Município de Itapevi/SP (Polo Ativo);POSSÍVEL;Trata-se de Execução Fiscal que objetiva a cobrança de débito de IPTU referente aos exercícios de 2010 a 2013 e o Imposto Sobre Serviço de Qualquer Natureza (ISSQN) incidente sobre a obra do imóvel já acobertados pela isenção (relacionada à Ação Anulatória abaixo). Em 11 de março de 2019, foi proferido despacho sobrestando os autos e remetendo ao arquivo, em razão da existência de ação anulatória discutindo o mesmo débito Em 2 de agosto de 2019, foi proferido despacho determinando o sobrestamento dos autos. Aguarda-se decisão de primeira instância.;Pagamento do IPTU referente aos exercícios de 2010 a 2013 e o Imposto sobre Serviço de Qualquer Natureza (ISSQN) incidente sobre a obra do imóvel mediante a retenção do depósito judicial já realizado pelo Fundo como garantia do processo.
12.887.506/0001-43;2020-12-01;1;5001815-27.2017.4.03.6144;1ª Vara Federal de Barueri/SP;1ª instância;2017-10-18;497498.37;Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Ativo) e Município de Itapevi/SP (Polo Passivo);POSSÍVEL;Visa o cancelamento do lançamento do Imposto Predial e Territorial Urbano (IPTU) dos exercícios de 2010 a 2013 e o Imposto sobre Serviço de Qualquer Natureza (ISSQN) incidente sobre a obra do imóvel de Itapevi/SP, já que acobertados por isenção. Aguarda-se decisão de segunda instância;Pagamento do IPTU referente aos exercícios de 2010 a 2013 e o Imposto sobre Serviço de Qualquer Natureza (ISSQN) incidente sobre a obra do imóvel mediante a retenção do depósito judicial já realizado pelo Fundo como garantia do processo.
12.887.506/0001-43;2020-12-01;1;5011900-05.2020.4.03.6100;1º Vara Cível Federal de São Paulo;1ª instância;2020-08-14;4989072.65;Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Passivo) e Aspro do Brasil - Sistemas de Compressão LTDA (Polo Ativo);POSSÍVEL;Trata-se de ação ajuizada pela "Aspro" em face do Fundo para que seja (i) reconhecida a resolução do contrato de locação por inadimplemento do Fundo (ii) declarado que a "Aspro" não possui débito perante o Fundo, ou subsidiariamente, que se declare a redução do montante do débito e (iii) concedida autorização judicial para consignação das chaves do imóvel em juízo. No processo, o Fundo, por meio de seu assessor jurídico, apresentou contestação, defendendo a improcedência dos pedidos da "Aspro" também apresentou reconvenção, requerendo a determinação de desocupação imediata do imóvel pela "Aspro", bem como fosse reconhecida a resolução do contrato de locação por inadimplemento da "Aspro", além da condenação da "Aspro" ao pagamento de aluguéis vencidos e cláusula penal estabelecida no contrato de locação, no valor total de R$ 7.944. Em 20 de novembro de 2020, as partes transacionaram parcialmente sobre o objeto do processo, estabelecendo de comum acordo um procedimento para desocupação definitiva do Imóvel pela "Aspro", o que foi homologado judicialmente em 27 de novembro de 2020 e concretizado em 22 de dezembro de 2020.  Em 1º de março de 2021, as partes apresentaram, em conjunto, uma petição nos autos da ação judicial requerendo a suspensão do feito pelo prazo de 90 dias, a fim de viabilizar a composição amigável.;Não receber os valores devidos referentes ao contrato de locação.
12.887.506/0001-43;2020-12-01;1;1037133-31.2015.8.26.0100;2ª Vara Federal de Barueri;1ª instância;2020-04-27;3636459.1;Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Passivo) e Maian Importação e Exportação de produtos Químicos Ltda EPP (Polo Ativo);POSSÍVEL;Trata-se de ação declaratória de rescisão de contrato cumulada com pedido de indenização por perdas e danos materiais e morais ajuizada pela Maian Importação e Exportação de Produtos Químicos Ltda em face do Fundo envolvendo pedidos relacionados ao imóvel de Itapevi/SP. No processo, em 10 de fevereiro de 2021, o Fundo, por meio de seu assessor jurídico, apresentou contestação defendendo a improcedência dos pedidos da Maian também apresentou reconvenção, requerendo a determinação de pagamento de multa pela Maian relativa à multa rescisória contratual.;Pagamento das indenizações pleiteadas pela Maian.
12.887.506/0001-43;2020-12-01;1;1037133-31.2015.8.26.0100;;;2020-10-14;11458591.83;Fundo de Investimento Imobiliário Caixa TRX Logística Renda (Polo Ativo) e  Base Engenharia e Serviços de Petróleo e Gás S.A (atual denominação de Schahin Engenharia S.A. (Polo Passivo);POSSÍVEL;Nos autos da falência de Base Engenharia e Serviços de Petróleo e Gás S.A (atual denominação de Schahin Engenharia S.A.) o Fundo peticionou em 14 de outubro de 2020 requerimento para que seja acolhida habilitação de crédito com reserva de valores, devendo ser reconhecido pelo juízo que o Fundo é credor extraconcursal da massa falida no valor total de R$ 11.459 em decorrência do inadimplemento do contrato de locação do imóvel de Macaé/RJ. Em 22 de outubro de 2020 a habilitação de crédito foi distribuída sob o nº 1100031-07.2020.8.26.0100. Em 23 de outubro de 2020, o juiz da falência da Schahin proferiu decisão determinando a reserva do crédito do Fundo.;Não receber os valores devidos referentes ao contrato de locação.
12.927.767/0001-40;2020-12-01;2;0230991-10.2017.4.02.5101;Juizo Federal da 10ª. Vara/RJ;1º instância;2017-12-19;100000;AUTOR: FUNDO DE INVESTIMENTO IMOBILIÁRIODA REGIÃO DO PORTO e CAIXA ECONÔMICA FEDERAL  - CEF                                                                   RÉU: INSTITUTO STIMULU BRASIL;REMOTA;Trata-se de imissão na posse do terreno Aplauso. Em 28/09/2020 a sentença reconheceu o direito do Fundo Autor de ser imitido na posse do imóvel adquirido, entendeu que, assim como o titular do domínio útil foi indenizado - Companhia Docas do Rio de Janeiro S/A - o réu, como possuidor, tem direito de ser indenizado pelas benfeitorias e despesas de manutenção realizadas ao longo dos anos, desde quando iniciou suas atividades no Armazém 5, e a retê-la, enquanto não for indenizado (arts. 1219 e 1255 do CC).A sentença acrescentou ainda que embora o réu tenha anexado laudo de avaliação de benfeitorias e despesas de conservação do imóvel apontando gastos da ordem de R$ 5.040.728,30, em anexo, o mesmo não pode ser considerado por ausência de contraditório, determinando a realização posterior de liquidação por arbitramento.As partes já interpuseram recurso de apelação. Assim, após a apresentação de contrarrazões pelas partes, o processo será remetido para o TRF 2ª Região para julgamento;O principal impacto seria a ré manter a posse do imóvel e adquirir a propriedade do imóvel por reconhecimento de eventual usucapião. Subsidiariamente o segundo impacto seria o pagamento pelo autor de indenização pelas benfeitorias, despesas de manutenção e perda da posse.
12.927.767/0001-40;2020-12-01;2;0230950-43.2017.4.02.5101;Superior Tribunal de Justiça ("STJ");STJ;2017-12-15;100000;AUTOR: FUNDO DE INVESTIMENTO IMOBILIÁRIODA REGIÃO DO PORTO e CAIXA ECONÔMICA FEDERAL  - CEFRÉU: GREMIO RECREATIVO ESCOLA DE SAMBA UNIDOS DA TIJUCA E OUTRO.;REMOTA;Trata-se de imissão na posse do terreno Clube dos Portuários. Em 09/05/2019 a sentença julgou procedente o pedido inicial do autor, para determinar a desocupação do imóvel, noprazo de 30 dias, sob pena de desocupação forçada. A ré apelou da decisão em 09/07/2019 mas foi negado provimento ao recurso de apelação pelo TRF da 2º Região em 24/09/2019. O Recurso Especial interposto pela ré foi inadmitido pela Vice-Presidência do TRF da 2ª Região, o que ensejou a interposição de agravo pela ré, o qual foi remetido em 03/09/2020, ao STJ, para apreciação do recurso. Em 02/10/2020 o STJ não conheceu do agravo. Em 23/02/2021 o STJ negou provimento ao agravo interno interposto pela ré. Em 13/01/2021 o autor pediu de cumprimento provisório da sentença. Em 19/02/2021 a ré solicitou a designação de audiência de conciliação que se realizará oportunamente;A perda do processo é remota considerando que todos os recursos da ré até o momento foram negados e a ré busca uma conciliação com o autor.
12.969.125/0001-03;2020-12-01;1;001/1.16.0113997-8;4a. Vara Cível Foro Central Porto Alegre;1ª Instância;2016-08-26;10000;AMANDA SCHÜTZ BOAVENTURA e FABIANA SCHUTZ LOPESSIPAR - SOCIEDADE DE INCORPORAÇÕES E PARTICIPAÇÕES S.A. e SIPAVALE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA e FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO - FII;REMOTA;Trata-se de ação de rescisão contratual cumulada com restituição de valores pagos e indenização por danos morais no valor de R$10.000,00 para cada Autora, e, tutela provisória de urgência para que as Rés não incluam os nomes das Autoras nos órgãos de proteção ao crédito, sob pena de multa e arresto no valor de R$131.430,00. Tutelas provisórias de urgências foram indeferidas.Demandas foram citadas e apresentaram constestação.Em 09/08/2017, foi proferido despacho que declarou a continência com o processo n. 001/1.16.0067162-5. Despachos realizados no apenso. Processo n. 001/1.16.0067162-5. Acordo protocolizado e homologado. Processo aguarda apuração de custas para arquivamento.;230000
12.969.125/0001-03;2020-12-01;1;001/1.18.0092615-5;11a. Vara Cível Foro Central Porto Alegre;1ª Instância;2018-09-04;150000;ARTE E VIDA CONSTRUTORA E INCORPORADORA LTDA - EPP, MARIA INÊS SANDRI SOUTO, Sipavale, Sipar e Fundo de Investimento Imobiliário Caixa Incorporação - FII;POSSÍVEL;Trata-se de ação de cobrança cumulada com indenização por perdas e danos, na qual as Autoras postulam a declaração de existência de crédito em seu favor, determinando-se, cumulativamente, o pagamento de indenização por perdas e danos de R$150.000,00, acrescido de juros e correção monetária desde a notificação datada de 21/12/2016, e, a condenação em custas e honorários de 20% sobre o valor da causa, devidamente corrigido. A Autora alega ter celebrado com a Ré Sipar "Termo de Acordo, Transação e Obrigação de Fazer" de fls. 16/26, no qual receberia o valor residual de R$150.000,00 através de imóvel, a saber apartamento nº. 116 (122), da Torre 3 e Box 10 do empreendimento "Hollywood Garden", remanescendo o pagamento, por parte da Autora, do saldo devedor de R$75.000,00 em 18 parcelas que não teriam sido pagas, conforme recibo de fls. 27 e Instrumento Particular de Promessa de Compra e Venda de Fração Ideal de Terreno, Acessões Imobiliárias e Outras Avenças de fls. 31/53.Contestação apresentada pelo Fundo e pela Sipavale.  Autora intimada sobre a informação do correio. Autora intimada sobre o prosseguimento do feito. Autora apresentou manifestação. Expedida carta AR para citação da Ré Sipar. Apresentamos contestações. Intimadas as partes para especificação de provas. Havendo pedido de produção de prova em audiência, partes intimadas para que acostem o rol das testemunhas. Juntada petição do autor.;200000
